Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,preprocessed_text
3225.0,8.0,0.9693999886512756,"democrats, states, united, house, new, people, get, many, big, tax","['spring', 'marks', '4yrs', 'since', 'phoenix', 'va', 'crisis', 'wo', ""n't"", 'forget', 'happened', 'vets', 'choice', 'vital', 'program', 'needs', 'work', 'running', 'congress', 'must', 'fix', 'choice', 'program', 'memorial', 'day', 'vets', 'get', 'care', 'deserve', 'sign', 'immediately']",this spring marks 4yrs since the phoenix va crisis . we wo n't forget what happened to our great vets . choice is vital but the program needs work & is running out of $ . congress must fix choice program by memorial day so vets can get the care they deserve . i will sign immediately !
6652.0,8.0,0.968500018119812,"democrats, states, united, house, new, people, get, many, big, tax","['.alabama', 'iowa', 'nebraska', 'georgia', 'south', 'carolina', 'north', 'carolina', 'others', 'unless', 'much', 'money', 'given', 'puerto', 'rico', 'dems', 'want', 'farmers', 'get', 'help', 'puerto', 'rico', 'happy', 'dems', 'stop', 'blocking', 'much', 'needed', 'disaster', 'relief']",... .alabama iowa nebraska georgia south carolina north carolina and others unless much more money is given to puerto rico . the dems don ' t want farmers to get any help . puerto rico should be very happy and the dems should stop blocking much needed disaster relief !
3309.0,8.0,0.968500018119812,"democrats, states, united, house, new, people, get, many, big, tax","['congrats', 'house', 'passing', 'va', 'mission', 'act', 'yesterday', 'without', 'funding', 'veterans', 'forced', 'stand', 'never', 'ending', 'lines', 'order', 'receive', 'care', 'putting', 'politics', 'veterans', 'care', 'unacceptable', 'senate', 'must', 'vote', 'yes', 'bill', 'memorial', 'day']",congrats to the house for passing the va mission act yesterday . without this funding our veterans will be forced to stand in never ending lines in order to receive care . putting politics over our veterans care is unacceptable - senate must vote yes on this bill by memorial day !
2225.0,8.0,0.968500018119812,"democrats, states, united, house, new, people, get, many, big, tax","['proud', 'rep.', 'house', 'senate', 'working', 'hard', 'cutting', 'taxes', 'reform', 'getting', 'close', 'ending', 'unfair', 'highly', 'unpopular', 'indiv', 'mandate', 'ocare', 'reducing', 'taxes', 'even', 'cut', 'top', 'rate', 'w/all', 'rest', 'going', 'middle', 'income', 'cuts']",i am proud of the rep. house & senate for working so hard on cutting taxes { & reform . } we ' re getting close ! now how about ending the unfair & highly unpopular indiv mandate in ocare & reducing taxes even further ? cut top rate to 35 % w/all of the rest going to middle income cuts ?
,,,,,
4293.0,9.0,0.9674000144004822,"people, get, news, good, u.s., trump, china, must, many, fake","['martha', 'mcsally', 'running', 'arizona', 'primary', 'u.s.', 'senate', 'endorsed', 'rejected', 'senator', 'jeff', 'flake', '.and', 'turned', 'first', 'martha', 'u.s.', 'military', 'fighter', 'jet', 'pilot', 'highly', 'respected', 'member', 'congress', 'wins', 'big', 'congratulations', 'november']",martha mcsally running in the arizona primary for u.s. senate was endorsed by rejected senator jeff flake ... .and turned it down - a first ! now martha a great u.s. military fighter jet pilot and highly respected member of congress wins big . congratulations and on to november !
5134.0,9.0,0.9663000106811523,"people, get, news, good, u.s., trump, china, must, many, fake","['so-called', 'comedian', 'michelle', 'wolf', 'bombed', 'badly', 'last', 'year', 'white', 'house', 'correspondents', 'dinner', 'year', 'first', 'time', 'decades', 'author', 'instead', 'comedian', 'good', 'first', 'step', 'comeback', 'dying', 'evening', 'tradition', 'maybe', 'go']",so-called comedian michelle wolf bombed so badly last year at the white house correspondents ' dinner that this year for the first time in decades they will have an author instead of a comedian . good first step in comeback of a dying evening and tradition ! maybe i will go ?
7925.0,9.0,0.9663000106811523,"people, get, news, good, u.s., trump, china, must, many, fake","['south', 'korea', 'agreed', 'pay', 'substantially', 'money', 'united', 'states', 'order', 'defend', 'north', 'korea', 'past', 'many', 'decades', 'u.s.', 'paid', 'little', 'south', 'korea', 'last', 'year', 'request', 'president', 'trump', 'south', 'korea', 'paid']",south korea has agreed to pay substantially more money to the united states in order to defend itself from north korea . over the past many decades the u.s. has been paid very little by south korea but last year at the request of president trump south korea paid $ 990000000..
2769.0,9.0,0.9650999903678894,"people, get, news, good, u.s., trump, china, must, many, fake","['.if', 'potential', 'sicko', 'shooter', 'knows', 'school', 'large', 'number', 'weapons', 'talented', 'teachers', 'others', 'instantly', 'shooting', 'sicko', 'never', 'attack', 'school', 'cowards', 'go', 'problem', 'solved', 'must', 'offensive', 'defense', 'alone', 'work']","... .if a potential "" sicko shooter "" knows that a school has a large number of very weapons talented teachers ( and others ) who will be instantly shooting the sicko will never attack that school . cowards won ' t go there ... problem solved . must be offensive defense alone won ' t work !"
2367.0,9.0,0.9650999903678894,"people, get, news, good, u.s., trump, china, must, many, fake","['people', 'lost', 'money', 'stock', 'market', 'went', 'points', 'based', 'false', 'dishonest', 'reporting', 'brian', 'ross', 'news', 'suspended', 'consider', 'hiring', 'lawyer', 'suing', 'abc', 'damages', 'bad', 'reporting', 'caused', 'many', 'millions', 'dollars']",people who lost money when the stock market went down 350 points based on the false and dishonest reporting of brian ross of twitmentionabc news ( he has been suspended ) should consider hiring a lawyer and suing abc for the damages this bad reporting has caused - many millions of dollars !
,,,,,
4800.0,10.0,0.972100019454956,"president, new, trump, thank, border, vote, united, big, dollars, many","['jon', 'tester', 'says', 'one', 'thing', 'voters', 'exact', 'opposite', 'washington', 'tester', 'takes', 'orders', 'form', 'pelosi', 'schumer', 'tester', 'wants', 'raise', 'taxes', 'take', 'away', '2a', 'open', 'borders', 'deliver', 'mob', 'rule', 'retire', 'tester', 'elect', 'america-first', 'patriot', 'matt', 'rosendale']",jon tester says one thing to voters and does the exact opposite in washington . tester takes his orders form pelosi & schumer . tester wants to raise your taxes take away your 2a open your borders and deliver mob rule . retire tester & elect america-first patriot matt rosendale !
3414.0,10.0,0.968500018119812,"president, new, trump, thank, border, vote, united, big, dollars, many","['california', 'rare', 'opportunity', 'turn', 'things', 'around', 'solve', 'high', 'crime', 'high', 'tax', 'problems', 'along', 'many', 'others', 'june', '5th', 'vote', 'gop', 'gubernatorial', 'candidate', 'john', 'cox', 'really', 'good', 'highly', 'competent', 'man', 'make', 'california']",california has a rare opportunity to turn things around and solve its high crime high tax problems - along with so many others . on june 5th . vote for gop gubernatorial candidate john cox a really good and highly competent man . he ' ll make california great again !
8263.0,10.0,0.9674000144004822,"president, new, trump, thank, border, vote, united, big, dollars, many","['state', 'north', 'carolina', 'early', 'voting', 'important', 'congressional', 'ninth', 'race', 'please', 'vote', 'early', 'election', 'day', 'september', '10th', 'dan', 'bishop', 'guy', 'opponent', 'wants', 'open', 'borders', 'sanctuary', 'cities', 'weak', 'crime', 'military', 'vets']",the great state of north carolina has early voting for a very important congressional ( ninth ) race . please vote early ( now ) or on election day september 10th for dan bishop a great guy . his opponent wants open borders sanctuary cities & is weak on crime military & vets !
8301.0,10.0,0.9663000106811523,"president, new, trump, thank, border, vote, united, big, dollars, many","['hold', 'legislative', 'prayer', 'government', 'speech', 'open', 'attack', 'via', 'channels.', 'third', 'circuit', 'court', 'appeals', 'lou', 'next', 'election', 'important', 'soul', 'america', 'want', 'take', 'religion', 'american', 'lives', 'thank', 'god', 'judges', 'like']",""" we hold that legislative prayer is government speech not open to attack via those channels. "" third circuit court of appeals . "" lou that ' s why this next election is so important the soul of america . they want to take religion out of american lives . thank god for judges like ... ."
8125.0,10.0,0.9663000106811523,"president, new, trump, thank, border, vote, united, big, dollars, many","['looking', 'forward', 'soon', 'north', 'carolina', 'hold', 'big', 'rally', 'wonderful', 'dan', 'bishop', 'running', 'congress', 'opponent', 'wants', 'open', 'borders', 'sanctuary', 'cities', 'socialism', 'likes', 'squad', 'north', 'carolina', 'dan', 'full', 'complete', 'endorsement']","looking forward to soon being in north carolina to hold a big rally for wonderful dan bishop who is running for congress . his opponent wants open borders sanctuary cities and socialism . he likes the "" squad "" more than north carolina . dan has my full and complete endorsement !"
,,,,,
6014.0,11.0,0.968500018119812,"people, news, u.s., today, america, job, american, new, never, first","['military', 'drills', 'war', 'games', 'call', 'never', 'even', 'discussed', 'mtg', 'w/', 'kim', 'jong', 'un', 'nk--fake', 'news', 'made', 'decision', 'long', 'ago', 'costs', 'u.s.', 'far', 'much', 'money', 'games', 'especially', 'since', 'reimbursed', 'tremendous', 'cost']","the military drills or war games as i call them were never even discussed in my mtg w/ kim jong un of nk--fake news ! i made that decision long ago because it costs the u.s. far too much money to have those "" games "" especially since we are not reimbursed for the tremendous cost !"
9309.0,11.0,0.9674000144004822,"people, news, u.s., today, america, job, american, new, never, first","['.we', 'work', 'together', 'clean', 'hazardous', 'waste', 'homeless', 'sites', 'whole', 'city', 'rots', 'away', 'bad', 'dangerous', 'conditions', 'also', 'severely', 'impacting', 'pacific', 'ocean', 'water', 'supply', 'pelosi', 'must', 'work', 'mess', 'turn', 'district', 'around']",... .we should all work together to clean up these hazardous waste and homeless sites before the whole city rots away . very bad and dangerous conditions also severely impacting the pacific ocean and water supply . pelosi must work on this mess and turn her district around !
7783.0,11.0,0.9674000144004822,"people, news, u.s., today, america, job, american, new, never, first","['.a', 'look', 'facts', 'speak', 'far', 'louder', 'words', 'democrats', 'always', 'play', 'race', 'card', 'fact', 'done', 'little', 'nation', 'african', 'american', 'people', 'lowest', 'unemployment', 'u.s.', 'history', 'getting', 'better', 'elijah', 'cummings', 'failed', 'badly']",... .a look the facts speak far louder than words ! the democrats always play the race card when in fact they have done so little for our nation ' s great african american people . now lowest unemployment in u.s. history and only getting better . elijah cummings has failed badly !
2782.0,11.0,0.9663000106811523,"people, news, u.s., today, america, job, american, new, never, first","['nation', 'motto', 'god', 'trust', 'week', 'nation', 'lost', 'incredible', 'leader', 'devoted', 'life', 'helping', 'us', 'understand', 'words', 'really', 'mean', 'never', 'forget', 'historic', 'crowds', 'voice', 'energy', 'profound', 'faith', 'billy', 'graham', 'twithashtagcpac2018']",our nation ' s motto is in god we trust . this week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean . we will never forget the historic crowds the voice the energy and the profound faith of billy graham ! twithashtagcpac2018 msciurl
5539.0,11.0,0.9663000106811523,"people, news, u.s., today, america, job, american, new, never, first","['former', 'editor', 'jill', 'abramson', 'rips', 'paper', ""'s"", 'unmistakably', 'anti-trump', 'bias.', 'ms', 'abramson', 'correct', 'horrible', 'totally', 'dishonest', 'reporting', 'almost', 'everything', 'write', 'hence', 'term', 'fake', 'news', 'enemy', 'people', 'opposition', 'party']",""" former twitmentionnytimes editor jill abramson rips paper 's ' unmistakably anti-trump ' bias. "" ms . abramson is 100 % correct . horrible and totally dishonest reporting on almost everything they write . hence the term fake news enemy of the people and opposition party !"
,,,,,
6988.0,12.0,0.9711999893188477,"america, border, people, done, want, big, american, military, years, job","['saddened', 'hear', 'loss', 'john', 'pinto', 'navajo', 'code', 'talker', 'world', 'war', 'ii', 'memorial', 'day', 'weekend', 'code', 'talkers', 'true', 'american', 'heroes', 'john', 'never', 'stopped', 'serving', 'fellow', 'citizens', 'longtime', 'new', 'mexico', 'state', 'senator', 'john', 'rest', 'peace']",saddened to hear about the loss of john pinto a navajo code talker in world war ii over the memorial day weekend . the code talkers are true american heroes and john never stopped serving his fellow citizens as a longtime new mexico state senator . john rest in peace !
2991.0,12.0,0.968500018119812,"america, border, people, done, want, big, american, military, years, job","['ridiculous', 'sounds', 'laws', 'country', 'easily', 'allow', 'us', 'send', 'crossing', 'southern', 'border', 'back', 'came', 'whole', 'big', 'wasted', 'procedure', 'must', 'take', 'place', 'mexico', 'canada', 'tough', 'immigration', 'laws', 'whereas', 'obama', 'joke', 'act', 'congress']",as ridiculous as it sounds the laws of our country do not easily allow us to send those crossing our southern border back where they came from . a whole big wasted procedure must take place . mexico & canada have tough immigration laws whereas ours are an obama joke . act congress
2767.0,12.0,0.968500018119812,"america, border, people, done, want, big, american, military, years, job","['.immediately', 'fire', 'back', 'savage', 'sicko', 'came', 'school', 'bad', 'intentions', 'highly', 'trained', 'teachers', 'also', 'serve', 'deterrent', 'cowards', 'far', 'assets', 'much', 'less', 'cost', 'guards', 'gun', 'free', 'school', 'magnet', 'bad', 'people', 'attacks', 'end']","... .immediately fire back if a savage sicko came to a school with bad intentions . highly trained teachers would also serve as a deterrent to the cowards that do this . far more assets at much less cost than guards . a "" gun free "" school is a magnet for bad people . attacks would end !"
4070.0,12.0,0.9674000144004822,"america, border, people, done, want, big, american, military, years, job","['..be', 'happy', 'cool', 'football', 'game', 'fans', 'paying', 'soooo', 'much', 'money', 'watch', 'enjoy', 'place', 'protest', 'money', 'goes', 'players', 'anyway', 'find', 'another', 'way', 'protest', 'stand', 'proudly', 'national', 'anthem', 'suspended', 'without', 'pay']",... ..be happy be cool ! a football game that fans are paying soooo much money to watch and enjoy is no place to protest . most of that money goes to the players anyway . find another way to protest . stand proudly for your national anthem or be suspended without pay !
8594.0,12.0,0.9674000144004822,"america, border, people, done, want, big, american, military, years, job","['administration', 'drug', 'prices', 'first', 'time', 'almost', 'years', 'american', 'people', 'need', 'congress', 'help', 'like', 'sen.', 'grassley', 'drug', 'pricing', 'bill', 'much', 'see', 'speaker', 'pelosi', 'bill', 'today', 'let', 'get', 'done', 'bipartisan', 'way']",because of my administration drug prices are down for the first time in almost 50 years -- but the american people need congress to help . i like sen. grassley ' s drug pricing bill very much and it ' s great to see speaker pelosi ' s bill today . let ' s get it done in a bipartisan way !
,,,,,
3752.0,13.0,0.9693999886512756,"much, people, president, big, democrats, many, border, country, years, state","['rigged', 'witch', 'hunt', 'originally', 'headed', 'fbi', 'lover', 'boy', 'peter', 'one', 'year', 'angry', 'democrats', 'look', 'missing', 'dnc', 'server', 'crooked', 'hillary', 'illegally', 'deleted', 'emails', 'pakistani', 'fraudster', 'uranium', 'one', 'podesta', 'much', 'democrat', 'con', 'job']",the rigged witch hunt originally headed by fbi lover boy peter s ( for one year ) & now 13 angry democrats should look into the missing dnc server crooked hillary ' s illegally deleted emails the pakistani fraudster uranium one podesta & so much more . it ' s a democrat con job !
8541.0,13.0,0.968500018119812,"much, people, president, big, democrats, many, border, country, years, state","['producer', 'prices', 'china', 'shrank', 'years', 'due', 'china', 'big', 'devaluation', 'currency', 'coupled', 'monetary', 'stimulus', 'federal', 'reserve', 'watching', 'fed', 'ever', 'get', 'game', 'dollar', 'strongest', 'ever', 'really', 'bad', 'exports', 'inflation', 'highest', 'interest', 'rates']",producer prices in china shrank most in 3 years due to china ' s big devaluation of their currency coupled with monetary stimulus . federal reserve not watching ? will fed ever get into the game ? dollar strongest ever ! really bad for exports . no inflation ... highest interest rates ...
5921.0,13.0,0.9674000144004822,"much, people, president, big, democrats, many, border, country, years, state","['california', 'wants', 'scale', 'back', 'already', 'failed', 'fast', 'train', 'project', 'substantially', 'shortening', 'distance', 'longer', 'goes', 'l.a.', 'san', 'francisco', 'different', 'deal', 'record', 'cost', 'overruns', 'send', 'federal', 'government', 'back', 'billions', 'dollars', 'wasted']","california now wants to scale back their already failed "" fast train "" project by substantially shortening the distance so that it no longer goes from l.a. to san francisco . a different deal and record cost overruns . send the federal government back the billions of dollars wasted !"
3685.0,13.0,0.9663000106811523,"much, people, president, big, democrats, many, border, country, years, state","['lover', 'fbi', 'agent', 'peter', 'strzok', 'given', 'poor', 'marks', 'yesterday', 'closed', 'door', 'testimony', 'according', 'reports', 'refused', 'answer', 'many', 'questions', 'collusion', 'witch', 'hunt', 'headed', 'angry', 'democrats', 'others', 'totally', 'conflicted', 'rigged']",lover fbi agent peter strzok was given poor marks on yesterday ' s closed door testimony and according to most reports refused to answer many questions . there was no collusion and the witch hunt headed by 13 angry democrats and others who are totally conflicted is rigged !
6819.0,13.0,0.9663000106811523,"much, people, president, big, democrats, many, border, country, years, state","['.conditions', 'drug', 'prices', 'first', 'time', 'years', 'soon', 'drop', 'much', 'right', 'try', 'protecting', '2nd', 'amendment', 'big', 'tax', 'reg', 'cuts', 'gdp', 'strong', 'foreign', 'policy', 'much', 'much', 'nobody', 'else', 'able', 'country']",... .conditions drug prices down for first time in 51 years ( & soon will drop much further ) right to try protecting your 2nd amendment big tax & reg cuts 3.2 gdp strong foreign policy & much much more that nobody else would have been able to do . our country is doing great !
,,,,,
7881.0,14.0,0.9663000106811523,"democrats, time, country, china, people, america, make, president, big, today","['things', 'going', 'along', 'well', 'china', 'paying', 'us', 'tens', 'billions', 'dollars', 'made', 'possible', 'monetary', 'devaluations', 'pumping', 'massive', 'amounts', 'cash', 'keep', 'system', 'going', 'far', 'consumer', 'paying', 'nothing', 'inflation', 'help', 'fed']",things are going along very well with china . they are paying us tens of billions of dollars made possible by their monetary devaluations and pumping in massive amounts of cash to keep their system going . so far our consumer is paying nothing - and no inflation . no help from fed !
7385.0,14.0,0.9650999903678894,"democrats, time, country, china, people, america, make, president, big, today","['pleased', 'announce', 'intention', 'nominate', 'judy', 'shelton', 'ph', 'd.', 'u.s.', 'executive', 'dir', 'european', 'bank', 'reconstruction', 'development', 'judy', 'founding', 'member', 'board', 'directors', 'empower', 'america', 'served', 'board', 'directors', 'hilton', 'hotels']",i am pleased to announce that it is my intention to nominate judy shelton ph . d. u.s. executive dir european bank of reconstruction & development . judy is a founding member of the board of directors of empower america and has served on the board of directors of hilton hotels .
2848.0,14.0,0.9650999903678894,"democrats, time, country, china, people, america, make, president, big, today","['possible', 'progress', 'made', 'talks', 'north', 'korea', 'first', 'time', 'many', 'years', 'serious', 'effort', 'made', 'parties', 'concerned', 'world', 'watching', 'waiting', 'may', 'false', 'hope', 'u.s.', 'ready', 'go', 'hard', 'either', 'direction']",possible progress being made in talks with north korea . for the first time in many years a serious effort is being made by all parties concerned . the world is watching and waiting ! may be false hope but the u.s. is ready to go hard in either direction !
8605.0,14.0,0.9638000130653381,"democrats, time, country, china, people, america, make, president, big, today","['fake', 'news', 'media', 'partner', 'democrat', 'party', 'want', 'stay', 'far', 'away', 'possible', 'joe', 'biden', 'demand', 'ukrainian', 'government', 'fire', 'prosecutor', 'investigating', 'son', 'get', 'large', 'amount', 'u.s.', 'money', 'fabricate']",the fake news media and their partner the democrat party want to stay as far away as possible from the joe biden demand that the ukrainian government fire a prosecutor who was investigating his son or they won ' t get a very large amount of u.s. money so they fabricate a ... ..
9047.0,14.0,0.9638000130653381,"democrats, time, country, china, people, america, make, president, big, today","['kevin', 'mcaleenan', 'done', 'outstanding', 'job', 'acting', 'secretary', 'homeland', 'security', 'worked', 'well', 'together', 'border', 'crossings', 'way', 'kevin', 'many', 'years', 'government', 'wants', 'spend', 'time', 'family', 'go', 'private', 'sector']",kevin mcaleenan has done an outstanding job as acting secretary of homeland security . we have worked well together with border crossings being way down . kevin now after many years in government wants to spend more time with his family and go to the private sector ... .
,,,,,
5625.0,15.0,0.9693999886512756,"democrats, people, country, big, back, fake, total, administration, job, news","['fake', 'news', 'gets', 'crazier', 'dishonest', 'every', 'single', 'day', 'amazing', 'watch', 'certain', 'people', 'covering', 'tremendous', 'success', 'administration', 'truly', 'gone', 'mad', 'fake', 'reporting', 'creates', 'anger', 'disunity', 'take', 'two', 'weeks', 'come', 'back', 'rested', 'chill']",the fake news gets crazier and more dishonest every single day . amazing to watch as certain people covering me and the tremendous success of this administration have truly gone mad ! their fake reporting creates anger and disunity . take two weeks off and come back rested . chill !
4510.0,15.0,0.968500018119812,"democrats, people, country, big, back, fake, total, administration, job, news","['immediately', 'comey', 'firing', 'peter', 'strzok', 'texted', 'lover', 'lisa', 'page', 'need', 'open', 'case', 'waiting', 'andy', 'mccabe', 'also', 'fired', 'acting', 'page', 'answered', 'need', 'lock', 'redacted', 'formal', 'chargeable', 'way', 'soon.', 'wow', 'conspiracy', 'caught']","immediately after comey ' s firing peter strzok texted to his lover lisa page "" we need to open the case we ' ve been waiting on now while andy ( mccabe also fired ) is acting . page answered "" we need to lock in ( redacted ) . in a formal chargeable way . soon. "" wow a conspiracy caught ?"
3643.0,15.0,0.9674000144004822,"democrats, people, country, big, back, fake, total, administration, job, news","['red', 'hen', 'restaurant', 'focus', 'cleaning', 'filthy', 'canopies', 'doors', 'windows', 'badly', 'needs', 'paint', 'job', 'rather', 'refusing', 'serve', 'fine', 'person', 'like', 'sarah', 'huckabee', 'sanders', 'always', 'rule', 'restaurant', 'dirty', 'outside', 'dirty', 'inside']",the red hen restaurant should focus more on cleaning its filthy canopies doors and windows ( badly needs a paint job ) rather than refusing to serve a fine person like sarah huckabee sanders . i always had a rule if a restaurant is dirty on the outside it is dirty on the inside !
2498.0,15.0,0.9663000106811523,"democrats, people, country, big, back, fake, total, administration, job, news","['vanity', 'fair', 'looks', 'like', 'last', 'legs', 'bending', 'backwards', 'apologizing', 'minor', 'hit', 'took', 'crooked', 'h.', 'anna', 'wintour', 'set', 'amb', 'court', 'st', 'james', 'big', 'fundraiser', 'ch', 'beside', 'grief', 'begging', 'forgiveness']",vanity fair which looks like it is on its last legs is bending over backwards in apologizing for the minor hit they took at crooked h. anna wintour who was all set to be amb to court of st james ' s & a big fundraiser for ch is beside herself in grief & begging for forgiveness !
3969.0,15.0,0.9650999903678894,"democrats, people, country, big, back, fake, total, administration, job, news","['globalist', 'koch', 'brothers', 'become', 'total', 'joke', 'real', 'republican', 'circles', 'strong', 'borders', 'powerful', 'trade', 'never', 'sought', 'support', 'need', 'money', 'bad', 'ideas', 'love', 'tax', 'regulation', 'cuts', 'judicial', 'picks', 'made']",the globalist koch brothers who have become a total joke in real republican circles are against strong borders and powerful trade . i never sought their support because i don ' t need their money or bad ideas . they love my tax & regulation cuts judicial picks & more . i made ... ..
,,,,,
9094.0,16.0,0.9695000052452087,"people, new, fake, news, get, never, president, big, america, many","['.kurds', 'may', 'releasing', 'get', 'us', 'involved', 'easily', 'recaptured', 'turkey', 'european', 'nations', 'many', 'came', 'move', 'quickly', 'big', 'sanctions', 'turkey', 'coming', 'people', 'really', 'think', 'go', 'war', 'nato', 'member', 'turkey', 'never', 'ending', 'wars', 'end']",... .kurds may be releasing some to get us involved . easily recaptured by turkey or european nations from where many came but they should move quickly . big sanctions on turkey coming ! do people really think we should go to war with nato member turkey ? never ending wars will end !
8974.0,16.0,0.9695000052452087,"people, new, fake, news, get, never, president, big, america, many","['big', 'rally', 'louisiana', 'friday', 'night', 'must', 'force', 'runoff', 'liberal', 'democrat', 'governor', 'john', 'bel', 'edwards', 'let', 'taxes', 'car', 'insurance', 'get', 'high', 'never', 'protect', '2nd', 'amendment', 'vote', 'one', 'two', 'republicans', 'saturday', 'force', 'runoff']",big rally in louisiana on friday night . must force a runoff with a liberal democrat governor john bel edwards who has let your taxes and car insurance get too high and will never protect your 2nd amendment . vote for one of our two great republicans on saturday force a runoff !
5059.0,16.0,0.9674000144004822,"people, new, fake, news, get, never, president, big, america, many","['matthew', 'g.', 'whitaker', 'highly', 'respected', 'former', 'u.s.', 'attorney', 'iowa', 'chosen', 'jeff', 'sessions', 'chief', 'staff', 'know', 'mr.', 'whitaker', 'likewise', 'chief', 'know', 'mr.', 'whitaker', 'except', 'primarily', 'traveled', 'a.g', 'sessions', 'social', 'contact']",matthew g. whitaker is a highly respected former u.s. attorney from iowa . he was chosen by jeff sessions to be his chief of staff . i did not know mr. whitaker . likewise as chief i did not know mr. whitaker except primarily as he traveled with a.g . sessions . no social contact ...
5703.0,16.0,0.9663000106811523,"people, new, fake, news, get, never, president, big, america, many","['reason', 'sarah', 'sanders', 'go', 'podium', 'much', 'anymore', 'press', 'covers', 'rudely', 'inaccurately', 'particular', 'certain', 'members', 'press', 'told', 'bother', 'word', 'gets', 'anyway', 'never', 'cover', 'us', 'fairly', 'hence', 'term', 'fake', 'news']","the reason sarah sanders does not go to the "" podium "" much anymore is that the press covers her so rudely & inaccurately in particular certain members of the press . i told her not to bother the word gets out anyway ! most will never cover us fairly & hence the term fake news !"
8956.0,16.0,0.9663000106811523,"people, new, fake, news, get, never, president, big, america, many","['many', 'people', 'conveniently', 'forget', 'turkey', 'big', 'trading', 'partner', 'united', 'states', 'fact', 'make', 'structural', 'steel', 'frame', 'f-35', 'fighter', 'jet', 'also', 'good', 'deal', 'helping', 'save', 'many', 'lives', 'idlib', 'province', 'returning']",so many people conveniently forget that turkey is a big trading partner of the united states in fact they make the structural steel frame for our f-35 fighter jet . they have also been good to deal with helping me to save many lives at idlib province and returning in very ... ..
,,,,,
4423.0,17.0,0.968500018119812,"people, president, country, ever, want, big, jobs, way, two, thank","['wow', 'nfl', 'first', 'game', 'ratings', 'way', 'already', 'really', 'bad', 'last', 'year', 'comparison', 'viewership', 'declined', 'lowest', 'decade', 'players', 'stood', 'proudly', 'flag', 'anthem', 'shown', 'broadcast', 'maybe', 'ratings', 'could', 'come', 'back', 'otherwise', 'worse']",wow nfl first game ratings are way down over an already really bad last year comparison . viewership declined 13 % the lowest in over a decade . if the players stood proudly for our flag and anthem and it is all shown on broadcast maybe ratings could come back ? otherwise worse !
6876.0,17.0,0.9674000144004822,"people, president, country, ever, want, big, jobs, way, two, thank","['jerry', 'nadler', 'wants', 'show', 'wants', 'use', 'mr.', 'mcgahn', 'prop', 'spend', 'three', 'hours', 'claiming', 'mr.', 'trump', 'tried', 'obstruct', 'mueller', 'investigation', 'yet', 'mr.', 'mueller', 'obstructed', 'way', 'copious', 'repo', 'released', 'see', 'collusion..']",""" he ( jerry nadler ) wants a show . he wants to use mr. mcgahn as a prop to spend three hours claiming that mr. trump tried to obstruct the mueller investigation . yet mr. mueller wasn ' t obstructed in any way his copious repo was released for all to see & there was no collusion.."
6993.0,17.0,0.9663000106811523,"people, president, country, ever, want, big, jobs, way, two, thank","['announcing', 'second', 'term', 'presidential', 'run', 'first', 'lady', 'melania', 'vice', 'president', 'mike', 'pence', 'second', 'lady', 'karen', 'pence', 'june', '18th', 'orlando', 'florida', 'seat', 'amway', 'center', 'join', 'us', 'historic', 'rally', 'tickets']",i will be announcing my second term presidential run with first lady melania vice president mike pence and second lady karen pence on june 18th in orlando florida at the 20000 seat amway center . join us for this historic rally ! tickets : msciurl
4747.0,17.0,0.9663000106811523,"people, president, country, ever, want, big, jobs, way, two, thank","['pocahontas', 'bad', 'version', 'sometimes', 'referred', 'elizabeth', 'warren', 'getting', 'slammed', 'took', 'bogus', 'dna', 'test', 'showed', 'may', 'far', 'less', 'average', 'american', 'cherokee', 'nation', 'denies', 'dna', 'test', 'useless.', 'even', 'want', 'phony']","pocahontas ( the bad version ) sometimes referred to as elizabeth warren is getting slammed . she took a bogus dna test and it showed that she may be 1/1024 far less than the average american . now cherokee nation denies her "" dna test is useless. "" even they don ' t want her . phony !"
4159.0,17.0,0.9650999903678894,"people, president, country, ever, want, big, jobs, way, two, thank","['local', 'politicians', 'run', 'washington', 'd.c.', 'poorly', 'know', 'windfall', 'see', 'asked', 'give', 'us', 'price', 'holding', 'celebratory', 'military', 'parade', 'wanted', 'number', 'ridiculously', 'high', 'cancelled', 'never', 'let', 'someone', 'hold', 'instead']",the local politicians who run washington d.c. ( poorly ) know a windfall when they see it . when asked to give us a price for holding a great celebratory military parade they wanted a number so ridiculously high that i cancelled it . never let someone hold you up ! i will instead ...
,,,,,
7947.0,18.0,0.9711999893188477,"people, border, big, president, u.s., win, years, trump, even, country","['watched', 'world', 'class', 'loser', 'tim', 'brien', 'seen', 'spoken', 'many', 'years', 'knows', 'nothing', 'except', 'wrote', 'failed', 'hit', 'piece', 'book', 'years', 'ago', 'fired', 'like', 'dog', 'jobs', 'saw', 'lyin', 'brian', 'williams', 'trump', 'slam', 'show', 'bad', 'tv']",just watched a world class loser tim o ' brien who i haven ' t seen or spoken to in many years & knows nothing about me except that he wrote a failed hit piece book about me 15 years ago . fired like a dog from other jobs ? saw him on lyin ' brian williams trump slam show . bad tv ... .
