source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
WH Digital,Catch up on what the West Wing staff is reading today: https://t.co/S4fEtN4J3V,12-05-2017 00:51:01,,,false,937846737041022977
Twitter for iPhone,RT @VP: Important dialogue with Bashar Warda the Archbishop of Erbil about @POTUS' commitment to directly assist persecuted Christians &amp;…,12-04-2017 23:44:01,,,true,937829878212321280
Twitter for iPhone,RT @VP: Congratulations Ambassador Ed McMullen! Under the leadership of @POTUS Trump and with Ambassador McMullen as America’s Ambassador t…,12-04-2017 23:38:22,,,true,937828456754241538
WH Digital,President Trump is ending past overreach and abuse of the monument review process under the Antiquities Act that ha… https://t.co/M21FD5xwsp,12-04-2017 23:22:02,,,false,937824345174544386
WH Digital,Las Vegas Review-Journal: "Economy showing major progress under President Donald Trump" https://t.co/1ESVuWl26e,12-04-2017 23:03:01,,,false,937819558383161344
WH Digital,RT @NatResources: THANK YOU @realDonaldTrump &amp; @SecretaryZinke for putting the PEOPLE ahead of POLITICS! Another promise kept! 🇺🇸#BearsEa…,12-04-2017 22:07:51,,,true,937805677606600705
WH Digital,President Trump stands with local communities against government overreach on land management. More:… https://t.co/ZYb1sTPjP8,12-04-2017 22:04:02,,,false,937804714556690432
WH Digital,Senate Majority Leader Mitch McConnell: "Tax Reform: What's in It for You" https://t.co/0uFUiKr5gj,12-04-2017 20:08:01,,,false,937775518258262017
WH Digital,Watch LIVE as President Trump gives remarks at the Utah State Capitol: https://t.co/lFOkDaVGOc https://t.co/FGpFsrqAxE,12-04-2017 19:21:36,,,false,937763837201305600
WH Digital,Washington Examiner: "Democrats' straw man fights tax cuts" https://t.co/4qqez4AE2B,12-04-2017 16:11:01,,,false,937715875116961792
WH Digital,The road ahead for tax reform: https://t.co/kh0FBLs34U,12-04-2017 15:21:01,,,false,937703292750229505
Media Studio,"The Christmas Story begins 2000 years ago with a mother a father their baby son and the most extraordinary gift… https://t.co/kUlK4kwaC6,12-03-2017 16:24:03,,,false,937356770200109056
Twitter for iPhone,RT @VP: Karen and I enjoyed a great Christmas party this evening at our home at the Naval Observatory with members of the Secret Service an…,12-03-2017 14:58:43,,,true,937335292452884481
WH Digital,At the National Christmas Tree Lighting President Trump revives the tradition’s religious spirit. Read more:… https://t.co/UkfOSm46oY,12-02-2017 20:19:03,,,false,937053521131778048
Media Studio,"62 years ago this week a brave seamstress in Montgomery Alabama uttered one word that changed history..." https://t.co/CwFeD4LIzc,12-02-2017 15:02:04,,,false,936973748673982464
WH Digital,"The Administration looks forward to working with Congress to fulfill the promise we made to deliver historic tax c… https://t.co/fWMISOCykg,12-02-2017 14:06:02,,,false,936959648044863488
Twitter for iPhone,RT @realDonaldTrump: We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to @SenateMa…,12-02-2017 07:49:35,,,true,936864911778447360
Twitter for iPhone,RT @Scavino45: 🚨Happening Now!@VP Michael Pence on phone in his office at the U.S. Capitol.#TaxReform #TaxCUTS✂️✂️✂️#TaxCutsandJobsAct…,12-02-2017 06:50:12,,,true,936849967699730433
Twitter for iPhone,RT @FLOTUS: “Today on #WorldAIDSDay we honor those who have lost their lives to AIDS we celebrate the remarkable progress we have made i…,12-02-2017 00:35:34,,,true,936755688071663616
WH Digital,Take a took at what the West Wing staff has been reading today: https://t.co/jGywKgrSYG https://t.co/8p2hEgptp6,12-02-2017 00:21:02,,,false,936752027912298498
Twitter for iPhone,RT @realDonaldTrump: Economists on the TAX CUTS and JOBS ACT:“The enactment of a comprehensive overhaul - complete with a lower corporate…,12-01-2017 22:05:36,,,true,936717947053232128
Twitter for iPhone,RT @realDonaldTrump: The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He’s not leavi…,12-01-2017 20:19:23,,,true,936691216615428097
WH Digital,RT @DepSecHargan: We visited Mechanicsville #Virginia yesterday to get a first-hand look at the successful collaboration between @ACLgov…,12-01-2017 19:26:50,,,true,936677990615875584
WH Digital,The Senate closes in on tax reform: https://t.co/Vik8fR3bMA,12-01-2017 19:09:01,,,false,936673506300919808
WH Digital,Yesterday the U.S. announced that PEPFAR has reached historic highs – preventing more HIV infections and saving mo… https://t.co/2NIVYpkM6o,12-01-2017 17:32:02,,,false,936649099641806850
WH Digital,President Trump proclaims today as #WorldAIDSDay: https://t.co/AMqW8mWiak https://t.co/XGp8EelNzz,12-01-2017 17:19:02,,,false,936645828839727106
WH Digital,Statement from @PressSec on the Kate Steinle Case: https://t.co/ARkfZVqUEJ,12-01-2017 16:06:01,,,false,936627454617276426
WH Digital,.@dcexaminer: Boom: Trump deregulation already saves $378 million billions next year https://t.co/AITCnupjbB,12-01-2017 15:52:01,,,false,936623930579746816
Twitter for iPhone,RT @realDonaldTrump: The Christmas Story begins 2000 years ago with a mother a father their baby son and the most extraordinary gift of…,12-01-2017 00:44:08,,,true,936395453607890945
WH Digital,Check out what the West Wing staff is reading: https://t.co/Y9LPWjFnDt https://t.co/HHMlslt6nm,12-01-2017 00:34:02,,,false,936392913117990917
Twitter Web Client,"At Christmas we are reminded more than ever that the family is the bedrock of American life. And so this Christmas… https://t.co/4nA035cKtm,11-30-2017 23:31:45,,,false,936377238198607874
Twitter Web Client,"I thank our military men and women who are stationed around the world keeping us safe. I thank our law enforcemen… https://t.co/i3FyCRk85S,11-30-2017 23:30:33,,,false,936376936976277506
Twitter Web Client,"Every year at Christmas time we recognize that the real spirit of Christmas is not about what we have. It is abou… https://t.co/tny6UjyHLY,11-30-2017 23:21:16,,,false,936374601684340737
WH Digital,Watch LIVE as President Trump and the First Lady take part in lighting the National Christmas Tree:… https://t.co/BijpxB44zB,11-30-2017 22:12:06,,,false,936357192705499136
Periscope,President Trump and the First Lady Take Part in Lighting the National Christmas Tree https://t.co/G02vcm2sLs,11-30-2017 22:09:35,,,false,936356562477518848
WH Digital,#ICYMI: November is National Veterans and Military Families Month https://t.co/W6gH9rOXHh https://t.co/Rtpox0FYgq,11-30-2017 21:48:02,,,false,936351137925599234
WH Digital,National Taxpayers Union: "Tax reform makes America competitive again" https://t.co/9mqv82ogrS,11-30-2017 21:19:52,,,false,936344049811951617
Media Studio,Acting @HHSGov Secretary Eric Hargan joined @PressSec today to announce that President Trump has decided to donate… https://t.co/TcHQeBchzw,11-30-2017 20:50:09,,,false,936336569769771008
WH Digital,Small businesses are critical to the economy and when they succeed so does the country. More:… https://t.co/CzoBRHKHlj,11-30-2017 20:07:03,,,false,936325723576569857
WH Digital,Democrats supported tax reform before they opposed it https://t.co/mjqq3TBich,11-30-2017 18:06:01,,,false,936295264511504384
WH Digital,What They are Saying: Praise for President Trump's Tax Reform Speech in Missouri https://t.co/niOoUiscQo,11-30-2017 17:31:01,,,false,936286456842276866
WH Digital,RT @VP: .@POTUS and our entire administration are going to roll our sleeves up. We're going to work to CUT TAXES ACROSS THE BOARD for worki…,11-30-2017 17:25:38,,,true,936285103591972864
WH Digital,The RATE Coalition: "An open letter to Congress signed by 137 economists supporting GOP tax reform bill" https://t.co/ejSz0yuT6v,11-30-2017 16:02:01,,,false,936264058780520448
Media Studio,"A vote to cut taxes is a vote to put America first again... It's time to take care of our workers to protect our… https://t.co/kkf4Mi8akB,11-30-2017 02:14:40,,,false,936055849503547392
WH Digital,President Trump is giving small businesses a boost. Read more: https://t.co/YgBbBuEuM6 https://t.co/edbMCW65JS,11-30-2017 01:36:02,,,false,936046127304015872
WH Digital,Today's West Wing Reads: https://t.co/YwNvSIGXuc https://t.co/hAVbWR8N15,11-30-2017 00:07:02,,,false,936023729762693120
Twitter for iPhone,RT @realDonaldTrump: A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS to protect OUR COMMUNITIES…,11-29-2017 23:57:38,,,true,936021363747381248
Twitter for iPhone,RT @realDonaldTrump: This week the Senate can join the House &amp; take a strong stand for the Middle Class families who are the backbone of A…,11-29-2017 23:57:21,,,true,936021295455666176
WH Digital,President Trump promotes American entrepreneurship: https://t.co/qE0sgWKpAq https://t.co/3ef59efEeG,11-29-2017 23:49:02,,,false,936019199918530560
WH Digital,Higher growth increased wages and more jobs: https://t.co/bCw3Z5aXN1 https://t.co/XAwXnEvrIW,11-29-2017 22:48:02,,,false,936003849411801090
WH Digital,Dow Jones: "U.S. GDP growth revised up to 3.3% rate in third quarter" https://t.co/cM1UidL4OW,11-29-2017 22:38:01,,,false,936001327863336961
WH Digital,Small businesses are a primary driver of the American economy and when they succeed so does the country. More:… https://t.co/xuMYsNxagm,11-29-2017 21:48:00,,,false,935988742313082882
WH Digital,"The beating heart of our plan is a tax cut for working families. We are going to make sure you can keep more of your hard-earned money.",11-29-2017 20:39:40,,,false,935971543829696513
WH Digital,"Now we have a once in a lifetime opportunity to restore American prosperity – and reclaim America's destiny.",11-29-2017 20:31:30,,,false,935969488213815296
WH Digital,"And today just as it has always been Main Street is the heart of our economy the soul of our community and the… https://t.co/Ede9L3L6bw,11-29-2017 20:29:59,,,false,935969109770166272
WH Digital,Watch LIVE as President Trump delivers remarks on tax reform: https://t.co/UencPT1xMM https://t.co/xSD4tQ7UPR,11-29-2017 20:21:48,,,false,935967048945070080
WH Digital,The Hill: "Trump opens GOP eyes on tax reform" https://t.co/KZPXIe2aBr,11-29-2017 19:14:01,,,false,935949989062369281
WH Digital,RT @SecShulkin: Joined a great group of state and local leaders in the #Veteran community at the @WhiteHouse as they begin an afternoon of…,11-29-2017 19:12:42,,,true,935949660962918402
WH Digital,USA Today: "Dow posts biggest gain in 3 months on tax overhaul optimism" https://t.co/PweeyAXf5p,11-29-2017 17:02:01,,,false,935916770866683906
WH Digital,Momentum builds during a big week for tax reform: https://t.co/uTWqVWACER https://t.co/byicW5780H,11-29-2017 16:39:04,,,false,935910995150688256
Twitter for iPhone,RT @VP: 70 years ago we recognized the future of the Jewish people lay in a state they could call their own &amp; today @POTUS is working tire…,11-29-2017 00:15:42,,,true,935663524210200576
WH Digital,Check out what the West Wing staff is reading today: https://t.co/41EaLz30pl https://t.co/fj2x659nwu,11-29-2017 00:11:02,,,false,935662347385016320
WH Digital,The Wall Street Journal: "America's New Energy Diplomacy" https://t.co/QsVIgF5oRI,11-28-2017 22:10:01,,,false,935631894699544577
WH Digital,Statement from @PressSec on the Tax Cuts and Jobs Act passing the Senate Budget Committee: https://t.co/HVSPKFhJU3,11-28-2017 20:55:48,,,false,935613216717189120
WH Digital,RT @BudgetGOP: BREAKING NEWS - Senate Budget Committee Reports FY 2018 Budget Reconciliation Legislation focused on #TaxReform https://t.co…,11-28-2017 20:31:39,,,true,935607138541559808
WH Digital,This #GivingTuesday please consider supporting one of the organizations partnering with us to help communities reb… https://t.co/m7rqDl2jry,11-28-2017 20:03:02,,,false,935599938406412290
Twitter for iPhone,RT @PressSec: .@POTUS was briefed while missile was still in the air on the situation in North Korea.,11-28-2017 19:18:13,,,true,935588661273464832
Media Studio,#ICYMI: Yesterday @FLOTUS unveiled Christmas at the White House 2017 "Time-Honored Traditions." https://t.co/WrGXSkyCzx,11-28-2017 18:52:04,,,false,935582076937560064
WH Digital,Investor's Business Daily: "The Latest Tax Cut Lie: The Senate Bill Will Hurt The Poor" https://t.co/R6FzEkk7Ka,11-28-2017 17:36:01,,,false,935562939079196674
WH Digital,A special message for the holiday season: https://t.co/MHzKnLR4iR,11-28-2017 16:37:01,,,false,935548091310145536
Twitter for iPhone,RT @realDonaldTrump: “Statement from President Donald J. Trump on #GivingTuesday” https://t.co/NrfnmixAwR,11-28-2017 16:28:53,,,true,935546043537788928
Twitter for iPhone,RT @PressSec: Wisconsin plant manager explains how the tax cut bill is going to empower American companies and workers to WIN AGAIN https:/…,11-28-2017 15:20:04,,,true,935528726049247233
WH Digital,Catch up on what the West Wing staff is reading in today's edition of West Wing Reads: https://t.co/rl2tKeI85K https://t.co/UAJAOiCrwz,11-28-2017 00:04:02,,,false,935298198771466240
WH Digital,Sen. Rand Paul: "Here's why I plan to vote for the Senate tax bill..." https://t.co/EBwHlbT4Tv,11-27-2017 22:09:01,,,false,935269253716021248
WH Digital,Economists: "How Tax Reform Will Lift the Economy" https://t.co/diXYihS35j,11-27-2017 21:16:01,,,false,935255915330199552
WH Digital,Christmas at the White House 2017: https://t.co/R9kksHS6N3By the numbers ⬇️ https://t.co/lvJXFDNQzG,11-27-2017 20:24:03,,,false,935242837507104768
Twitter Web Client,RT @VP: .@POTUS &amp; this administration is absolutely committed to CUTTING TAXES for working families &amp; ushering in a new era of American pro…,11-27-2017 20:11:44,,,true,935239739468337154
WH Digital,Tax reform in time for Christmas: https://t.co/kgaGMO3mqw,11-27-2017 19:48:01,,,false,935233770130759683
Twitter Web Client,RT @VP: Productive meeting w/ @KingAbdullahII at the @WhiteHouse - I thanked him for Jordan's leadership in the region &amp; its efforts in hel…,11-27-2017 19:07:57,,,true,935223687153897476
WH Digital,The 2018-2019 White House Fellows application is now open. The President’s Commission on White House Fellowships is… https://t.co/iAxItSYpxR,11-27-2017 18:21:01,,,false,935211875683504128
WH Digital,The Wall Street Journal: "Tax Reform Growth and the Deficit" https://t.co/aMQwOEZGbI,11-27-2017 16:23:01,,,false,935182179797295105
WH Digital,RT @realDonaldTrump: The Tax Cut Bill is coming along very well great support. With just a few changes some mathematical the middle clas…,11-27-2017 16:12:00,,,true,935179410457726976
Twitter Web Client,RT @StephGrisham45: This year’s Gingerbread House I was baked w 300 lbs of dough &amp; features @FLOTUS signature wreaths! #TimeHonoredTraditio…,11-27-2017 14:57:22,,,true,935160627777167360
WH Digital,.@FLOTUS Melania Trump unveils Christmas at the White House 2017: https://t.co/29wpAZtEKS,11-27-2017 14:27:01,,,false,935152990616543232
Twitter Web Client,RT @FLOTUS: The decorations are up! @WhiteHouse is ready to celebrate! Wishing you a Merry Christmas &amp; joyous holiday season! https://t.co/…,11-27-2017 14:09:56,,,true,935148689361920000
Twitter Web Client,RT @StephGrisham45: Also: 31000 different cookies have been baked in anticipation of the more than 25k visitors who will tour the @WhiteHo…,11-27-2017 13:55:33,,,true,935145069140692992
Twitter Web Client,RT @StephGrisham45: By the Numbers: More than 150 volunteers from 29 states spent over 1600 hours helping to bring @FLOTUS vision for Chris…,11-27-2017 13:52:14,,,true,935144234709069824
Twitter Web Client,"We believe every-day Americans know better how to spend their own money than the federal bureaucracy and we want… https://t.co/B8ovWNaiiP,11-26-2017 17:39:40,,,false,934839081841938432
WH Digital,Happy #SmallBusinessSaturday! @SBALinda explains how your holiday shopping helps neighborhood entrepreneurs:… https://t.co/TP1btztc7Q,11-25-2017 20:22:44,,,false,934517730954313728
Twitter for iPhone,RT @realDonaldTrump: Happy #SmallBusinessSaturday!A great day to support your community and America’s JOB creators by shopping locally at…,11-25-2017 19:51:07,,,true,934509776226185217
Twitter for iPhone,RT @SBAgov: Happy Small Business Saturday- support your community by shopping at a #smallbiz today! #ShopSmall https://t.co/Wd7aqadaM4,11-25-2017 16:10:11,,,true,934454177476108288
Twitter for iPhone,RT @USDOL: Today is #SmallBizSat a great time to visit your favorite small businesses and #ShopSmall. https://t.co/raCMhyvOaR https://t.co…,11-25-2017 16:07:03,,,true,934453387449511938
Twitter for iPhone,RT @SBALinda: Happy Small Business Saturday! What treasures will you find in your local community today? Find out more about how your holid…,11-25-2017 16:05:26,,,true,934452981717708800
Media Studio,Sign your name to stand with President Trump and support action on our broken tax system today:… https://t.co/92cekNtJLs,11-24-2017 23:42:01,,,false,934205493916065792
Twitter for iPhone,RT @VP: Such an evil and cowardly terrorist attack on worshipers in Egypt. Our condolences &amp; prayers are with the victims &amp; their families.…,11-24-2017 20:02:22,,,true,934150219788357632
Twitter for iPhone,RT @realDonaldTrump: Horrible and cowardly terrorist attack on innocent and defenseless worshipers in Egypt. The world cannot tolerate terr…,11-24-2017 20:01:29,,,true,934149996953423872
WH Digital,Investor's Business Daily: "The Coming Tax-Cut Boom" https://t.co/nx2V6dN7fQ,11-24-2017 19:51:01,,,false,934147361202409474
WH Digital,The current tax code hurts American families workers and businesses. Our reforms will create a system in which ev… https://t.co/pD73AgDvbQ,11-24-2017 16:34:02,,,false,934097790690611200
WH Digital,President George Washington issued the first Thanksgiving proclamation in 1789; it became a federal holiday under P… https://t.co/p3UTAozVph,11-23-2017 19:32:03,,,false,933780199870787584
Twitter for iPhone,RT @PressSec: Happy Thanksgiving particularly to the men &amp; women of our military away from their families today. Grateful for these selfle…,11-23-2017 17:42:08,,,true,933752538129723392
Twitter for iPhone,RT @realDonaldTrump: HAPPY THANKSGIVING! https://t.co/nQhi7XopMW,11-23-2017 17:41:20,,,true,933752339177136129
Twitter for iPhone,RT @FLOTUS: Thrilled to spend part of our Thanksgiving w the local Coast Guard station in Florida. Thank you to all members of the military…,11-23-2017 17:40:37,,,true,933752157198745600
Twitter for iPhone,RT @DeptofDefense: .@USNationalGuard #soldier Spc. Sierra Torres wishes her family and friends #HappyThanksgiving from #PuertoRico. https:/…,11-23-2017 17:40:15,,,true,933752064215339009
Media Studio,"Together we give thanks for the loved ones who grace our lives and for the heroes who protect our nation." https://t.co/pP0Snuzs9d,11-23-2017 15:04:02,,,false,933712751037263872
WH Digital,Happy Thanksgiving! The President and First Lady wish all Americans a peaceful happy and healthy start to this ho… https://t.co/hz62O5y5lc,11-23-2017 14:16:02,,,false,933700675334295552
WH Digital,Catch up on today's West Wing Reads: https://t.co/1X4Xd4e7KQ https://t.co/EfxtuQTUfE,11-23-2017 02:23:02,,,false,933521240727408640
WH Digital,Did you know sparing the National Thanksgiving Turkey from becoming dinner became a tradition under President Reaga… https://t.co/x794SfLs5q,11-23-2017 01:18:02,,,false,933504884728651776
Media Studio,Yesterday Drumstick the Turkey was the special guest of honor at the White House. https://t.co/z6gcyuHsL8,11-22-2017 23:04:05,,,false,933471174192898050
Twitter Web Client,RT @FLOTUS: Preparations are underway to celebrate the holidays at the @WhiteHouse! https://t.co/N5qZ1NP8ez,11-22-2017 22:45:39,,,true,933466532847542273
WH Digital,Gathering as Families Giving Thanks as a Nation: https://t.co/lPBSY2HAnm https://t.co/CGrthJxWz2,11-22-2017 19:31:03,,,false,933417564088172545
WH Digital,President Trump proclaims Thursday as a National Day of Thanksgiving: https://t.co/u4MVCLxshV,11-22-2017 15:42:01,,,false,933359922846236673
WH Digital,Here is what the West Wing staff is reading today: https://t.co/86oZ5jW9zo https://t.co/NYAfHaldYU,11-22-2017 00:21:02,,,false,933128150480859136
Twitter for iPhone,RT @realDonaldTrump: Today we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days…,11-21-2017 22:59:43,,,true,933107686824136704
WH Digital,RT @Interior: An important symbol of #PuertoRico heritage San Juan National Historic Site is reopening to visitors: https://t.co/EX57Wnk4B…,11-21-2017 22:49:01,,,true,933104995393716224
WH Digital,RT @FLOTUS: Congratulations to Drumstick on the pardon from @Potus ! We loved having you &amp; Wishbone at the @WhiteHouse. https://t.co/4KGKOV…,11-21-2017 22:00:10,,,true,933092701888659457
WH Digital,RT @VP: .@POTUS &amp; this administration made a promise to deliver historic tax cuts for the American people. Now is the moment and we can’t…,11-21-2017 21:12:00,,,true,933080580551532545
WH Digital,The Wall Street Journal: "North Korea Terror Sponsor" https://t.co/6hkfGJs243,11-21-2017 20:03:01,,,false,933063217730998278
WH Digital,Today we celebrated the 70th anniversary of the National Thanksgiving Turkey presentation. https://t.co/11iYLBJ3vV,11-21-2017 18:41:02,,,false,933042586188644352
WH Digital,A timeline of this year's Presidential Turkey Pardoning ⬇️ https://t.co/gHilpRbocn,11-21-2017 18:28:02,,,false,933039314811981826
WH Digital,Watch LIVE as President Trump and the First Lady participate in the pardoning of the National Thanksgiving Turkey:… https://t.co/Cyydn5bWin,11-21-2017 18:06:24,,,false,933033870861193216
Periscope,President Trump and the First Lady Participate in the Pardoning of the National Thanksgiving Turkey https://t.co/e723aNSTSI,11-21-2017 18:05:18,,,false,933033595517616128
WH Digital,Steps Toward a Denuclearized North Korea: https://t.co/RNhtyNho2g https://t.co/vLHQ8PIXdh,11-21-2017 17:38:03,,,false,933026738547970048
WH Digital,And the National Thanksgiving Turkey is... DRUMSTICK!After today's ceremony both Drumstick and Wishbone will joi… https://t.co/d7OYQpCegM,11-21-2017 17:02:02,,,false,933017674518589440
WH Digital,Sen. David Perdue: "The simple truth about America's awful tax code I learned as a Fortune 500 CEO" https://t.co/WB4UU8rnoT,11-21-2017 15:47:01,,,false,932998793418756096
Twitter for iPhone,RT @FLOTUS: Thank you Silent Night Evergreens in Wisconsin for our beautiful tree! @POTUS Barron &amp; I are excited for Christmas in our new…,11-21-2017 01:52:14,,,true,932788715763716101
WH Digital,Check out what the West Wing is reading today: https://t.co/8rx1Ba4Pcp,11-21-2017 01:30:50,,,false,932783329027543041
WH Digital,Celebrating Achievement Planning for Prosperity: https://t.co/ujI6uIir7s https://t.co/hCMBwv6hBm,11-20-2017 22:51:03,,,false,932743116871880704
WH Digital,Watch LIVE as @FLOTUS receives the 2017 White House Christmas tree: https://t.co/uD919n1zbd https://t.co/CeC4UuJgg3,11-20-2017 21:20:56,,,false,932720440514052097
WH Digital,The Wall Street Journal: "Reducing Corporate Tax Games" https://t.co/tFamVaDstX,11-20-2017 21:13:02,,,false,932718449209561089
WH Digital,Investor's Business Daily: "The Coming Tax-Cut Boom" https://t.co/tr9pydIAr0,11-20-2017 18:09:01,,,false,932672140524089344
Twitter for iPhone,RT @PressSec: .@POTUS announced that the U.S. is again designating North Korea a state sponsor of terror,11-20-2017 16:52:20,,,true,932652843940630528
Twitter Web Client,Meet Wishbone! https://t.co/MCx637rUc7,11-20-2017 16:49:50,,,false,932652214648229889
Twitter Web Client,Which turkey should be pardoned during the National Thanksgiving Turkey Pardoning Ceremony?After the pardoning D… https://t.co/mEEMmOVEDs,11-20-2017 16:33:40,,,false,932648144348868610
WH Digital,Meet Drumstick! https://t.co/ypedntbe0D,11-20-2017 16:32:38,,,false,932647886441078784
Media Studio,The two turkeys Drumstick and Wishbone participating in this year's National Thanksgiving Turkey Pardoning Ceremo… https://t.co/Hqbswn4n8e,11-20-2017 16:32:01,,,false,932647732954537984
WH Digital,Sign your name to stand with President Trump and support action on our broken tax system today:… https://t.co/Q9X7f0MhwA,11-19-2017 17:23:13,,,false,932298229542281216
WH Digital,RT @PressSec: We are getting closer everyday  under President Trump's leadership to defeating the ISIS caliphate and passing massive tax cu…,11-19-2017 15:58:00,,,true,932276783952596994
WH Digital,RT @VP: America has momentum right now. But in order to turn this momentum into sustained economic growth @POTUS &amp; I are going to be fight…,11-19-2017 15:13:00,,,true,932265459449245696
WH Digital,Yesterday President Trump welcomed 18 NCAA championship teams to the White House for Collegiate National Champions… https://t.co/9Fy7OSLCca,11-18-2017 19:11:02,,,false,931962974331383808
WH Digital,The Hill: "Unemployment rate hit record low in 13 states this year" https://t.co/UArtx8aCwu,11-18-2017 15:16:01,,,false,931903828147961857
WH Digital,Read what the West Wing Reads: https://t.co/nATzJuYSfi https://t.co/km4ljDmemF,11-18-2017 00:06:02,,,false,931674824212209664
Twitter for iPhone,RT @realDonaldTrump: Today it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse! #NCAAChampions…,11-17-2017 23:29:04,,,true,931665519551369216
Twitter for iPhone,RT @FLOTUS: This year's @WhiteHouse Christmas booklet is in printing!  Excited to receive the beautiful tree Monday! #ChristmasTraditions h…,11-17-2017 20:19:10,,,true,931617732956753921
WH Digital,Tax Progress on Capitol Hill: https://t.co/32yHPaenpJ https://t.co/FDPRArU3eZ,11-17-2017 18:52:02,,,false,931595805672333315
WH Digital,Washington Examiner: "You should want to cut business taxes; after all it's you who has to pay them" https://t.co/WuduEyIWlK,11-17-2017 17:47:01,,,false,931579440295006208
WH Digital,Statement by @PressSec about Tax Reform Passing the Senate Finance Committee: https://t.co/NZIjn9ijQf,11-17-2017 17:19:01,,,false,931572394413527041
Twitter for iPhone,RT @VP: As I told the @TaxFoundation 227 members of Congress took a historic first step to tax reform. We can’t afford to let up and slow…,11-17-2017 15:58:09,,,true,931552044728627201
Twitter for iPhone,RT @GOPSenFinance: BREAKING: Senate Finance Committee advances tax overhaul package another step closer to delivering middle-class tax rel…,11-17-2017 15:51:39,,,true,931550408350236673
Twitter for iPhone,RT @realDonaldTrump: Together we're going to restore safety to our streets and peace to our communities and we're going to destroy the vi…,11-17-2017 15:48:07,,,true,931549520302833665
WH Digital,West Wing Reads: https://t.co/DfYODS0D1Y https://t.co/pVHp7esDnc,11-17-2017 01:29:02,,,false,931333323758166016
WH Digital,Bernie Marcus: Tax reform bills give small businesses plenty to be thankful for https://t.co/wtPjdkeVkK,11-16-2017 23:17:01,,,false,931300099912638466
WH Digital,On Tuesday November 21st President Trump will pardon the National Thanksgiving Turkey in a ceremony in the Rose G… https://t.co/Erqn2pZ9Il,11-16-2017 21:49:02,,,false,931277959641649157
Twitter for iPhone,RT @VP: GREAT DAY for the American people – as @POTUS said this "is a big step toward fulfilling our promise to deliver historic tax cuts…,11-16-2017 20:26:12,,,true,931257113061490693
Twitter for iPhone,RT @realDonaldTrump: Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our…,11-16-2017 20:17:44,,,true,931254981918945280
WH Digital,Statement from @PressSec regarding the House of Representatives Passage of the Tax Cuts and Jobs Act: https://t.co/11f5SPA42S,11-16-2017 19:56:26,,,false,931249623011872769
Twitter for iPhone,RT @HouseGOP: BREAKING NEWS → The bill is PASSED. The Tax Cuts &amp; Jobs act will deliver MAJOR tax relief to families all across this nation.…,11-16-2017 19:38:58,,,true,931245228631130112
WH Digital,Promoting International Peace and Security: https://t.co/draDbd5flQ https://t.co/icv2YsVEFp,11-16-2017 18:53:03,,,false,931233670471606277
WH Digital,RT @VP: Like I said in Texas yesterday under @POTUS we're going to CUT TAXES ACROSS THE BOARD for working families and businesses. And th…,11-16-2017 18:32:00,,,true,931228375783563266
WH Digital,President Trump is working to reform our tax system so that Americans are treated fairly can keep more of their ha… https://t.co/Lt5CXPcaY2,11-16-2017 18:03:18,,,false,931221152265097218
WH Digital,ATR's Alex Hendrie: "Passing tax reform will prove GOP is serious in its commitments to Americans" https://t.co/rAIWZZ26BH,11-16-2017 17:13:01,,,false,931208499111038976
Twitter for iPhone,RT @FLOTUS: Thank you #China! 🇨🇳 🇺🇸 https://t.co/dNm9Qts8W2,11-16-2017 17:04:58,,,true,931206471605514240
Media Studio,Sign your name to stand with President Trump and support action on our broken tax system today:… https://t.co/RiwnSYoNuE,11-16-2017 15:23:04,,,false,931180827685175296
WH Digital,Don't miss any of the photos from President Trump and the First Lady's trip to Asia: https://t.co/6upHZjK2L4 https://t.co/GhoDXahbUK,11-16-2017 01:08:02,,,false,930965652357177348
WH Digital,Here is what the West Wing staff is reading today: https://t.co/8MoL0Zjdnb https://t.co/qxTEdhpiz0,11-15-2017 23:33:02,,,false,930941745080266752
WH Digital,WSJ: "U.S. Manufacturing Rides Rising Tide Buoyed by Global Growth Optimism" https://t.co/4hmPCBhBDE,11-15-2017 22:44:01,,,false,930929407182721024
WH Digital,President Trump's visit to Asia advanced America First priorities. More:  https://t.co/k5qLuC1qyi https://t.co/hmtBfi8VJq,11-15-2017 22:21:02,,,false,930923625426845698
WH Digital,Watch LIVE as President Trump delivers remarks on his trip to Asia: https://t.co/JxVdwO4NQp https://t.co/5Z1pWZYKSQ,11-15-2017 20:32:14,,,false,930896244716826625
WH Digital,Renewing a United Resolve: https://t.co/wSa6n2IUWr,11-15-2017 18:37:28,,,false,930867362345123840
Twitter for iPhone,RT @FLOTUS: Thank you Republic of #Korea! 🇰🇷 🇺🇸 https://t.co/Wyxg2np8RQ,11-15-2017 17:18:37,,,true,930847517369163776
WH Digital,WSJ Editorial Board: "Ruling Out the ABA on Judges" https://t.co/OZ5iHfuNLq,11-15-2017 16:42:35,,,false,930838449053151234
